Campaign_ID,Influencer_Name,Platform,Campaign_Type,Start_Date,End_Date,Budget_USD,Reach,Impressions,Engagement_Rate,Click_Through_Rate,Conversions,ROI,Region
CM4582,Influencer_Liam,instagram,Brand Awareness,2024-12-09,2024-12-03,6330.0,355844,481634,7.45,11.51,265,25.64,North America
CM4363,Influencer_Aarav,YouTube,Brand Awareness,2024-12-07,2024-12-23,6577.0,783842,969912,9.34,12.23,68,12.29,Europe
CM4010,Influencer_Olivia,X,Affiliate,2024-01-21,2024-01-14,6695.0,765743,783803,5.05,3.52,443,36.28,India
CM2045,Influencer_Ava,Facebook,Brand Awareness,2024-03-31,2024-04-10,1388.0,204379,293939,1.63,8.06,985,27.74,Europe
CM4244,Influencer_Noah,Facebook,Product Launch,2024-09-27,2024-09-23,8692.0,566992,568170,6.2,8.72,418,19.72,Middle East
CM2801,Influencer_Ava,X,Product Launch,2024-11-29,2024-11-24,2922.0,135400,267430,8.28,14.69,115,40.49,India
CM4274,Influencer_Ethan,YouTube,Brand Awareness,2024-10-06,2024-09-26,1009.0,54948,85600,7.81,7.73,785,56.02,North America
CM1797,Influencer_Zane,TikTok,Product Launch,2024-07-21,2024-08-03,3630.0,262536,453564,2.09,1.67,762,34.65,India
CM4749,Influencer_Noah,Facebook,Giveaway,2024-08-29,2024-09-05,7474.0,339144,348280,,14.33,26,9.53,India
CM638,Influencer_Zane,INSTAGRAM,Product Launch,2024-03-20,2024-03-16,4365.0,427904,512466,,0.2,476,34.45,India
CM4863,Influencer_Sophia,instagram,Affiliate,2024-07-04,2024-06-24,,498502,663565,2.61,8.42,170,26.35,SEA
CM3921,Influencer_Liam,INSTAGRAM,Affiliate,2024-06-06,2024-06-10,5671.0,798364,840028,4.27,8.8,934,10.44,Europe
CM4631,Influencer_Zane,TikTok,Affiliate,2024-06-20,2024-06-17,6800.0,216928,260780,9.76,14.11,352,39.99,Europe
CM4918,Influencer_Sophia,TikTok,Product Launch,2024-12-18,2024-12-25,4618.0,16213,77812,0.76,10.64,845,1.68,North America
CM3113,Influencer_Ethan,INSTAGRAM,Product Launch,2024-08-19,2024-08-17,1995.0,215521,219609,0.67,13.02,550,30.7,Middle East
CM3102,Influencer_Riya,X,Giveaway,2024-01-21,2024-01-27,5980.0,752964,811371,6.79,7.34,239,-9.08,Middle East
CM686,Influencer_Riya,Instagram,Affiliate,2024-01-02,2024-01-18,4774.0,701534,858412,,13.19,284,17.35,North America
CM251,Influencer_Noah,instagram,Brand Awareness,2024-01-17,2024-01-26,606.0,486705,648185,3.38,10.04,453,-7.89,Europe
CM821,Influencer_Sophia,Facebook,Brand Awareness,2024-04-13,2024-05-02,6901.0,85244,209764,1.37,8.01,116,31.31,India
CM4357,Influencer_Zane,instagram,Giveaway,2024-10-27,2024-10-20,998.0,615822,813432,7.55,12.47,61,,North America
CM4929,Influencer_Zane,TikTok,Giveaway,2024-08-23,2024-09-02,,152265,306262,4.96,8.19,500,44.68,Middle East
CM2032,Influencer_Noah,TikTok,Product Launch,2024-02-11,2024-02-13,8051.0,161059,295194,9.53,2.19,101,,North America
CM3457,Influencer_Ethan,instagram,Product Launch,2024-11-28,2024-12-06,6709.0,128558,212408,1.53,12.07,627,8.17,India
CM4584,Influencer_Olivia,TikTok,Product Launch,2024-08-30,2024-09-12,541.0,130079,284976,5.93,12.57,503,4.52,SEA
CM2380,Influencer_Zane,TikTok,Giveaway,2024-04-11,2024-04-08,,525645,675057,7.51,3.3,339,41.31,Europe
CM180,Influencer_Ethan,X,Affiliate,2024-06-27,2024-06-30,8715.0,359486,384690,9.97,10.84,906,51.42,India
CM4931,Influencer_Mia,Facebook,Affiliate,2024-11-27,2024-12-10,8534.0,658784,690777,8.0,14.3,836,11.87,Middle East
CM3592,Influencer_Olivia,X,Brand Awareness,2024-04-28,2024-04-19,,607692,653744,6.93,9.76,537,39.28,SEA
CM1274,Influencer_Ava,Instagram,Giveaway,2024-12-18,2024-12-29,629.0,305114,452832,1.4,15.0,849,43.45,India
CM977,Influencer_Liam,instagram,Brand Awareness,2024-08-19,2024-08-24,5503.0,632377,708422,5.42,0.48,474,6.26,SEA
CM591,Influencer_Ava,Facebook,Product Launch,2024-01-16,2024-01-21,1999.0,871912,1003971,,3.18,919,17.14,SEA
CM339,Influencer_Aarav,TikTok,Giveaway,2024-02-14,2024-02-06,8004.0,597658,627491,8.26,3.9,565,2.9,North America
CM4827,Influencer_Liam,TikTok,Affiliate,2024-11-11,2024-11-16,9889.0,777106,884942,5.12,3.91,438,32.82,India
CM2310,Influencer_Liam,INSTAGRAM,Brand Awareness,2024-11-25,2024-12-03,2549.0,775393,877385,1.62,5.51,830,58.93,Europe
CM2756,Influencer_Riya,INSTAGRAM,Brand Awareness,2024-07-29,2024-07-21,6565.0,375261,386164,6.11,9.87,183,12.4,Middle East
CM2598,Influencer_Liam,Facebook,Product Launch,2024-11-23,2024-12-06,6374.0,832579,905668,8.03,10.32,275,52.15,Europe
CM4340,Influencer_Zane,YouTube,Product Launch,2024-09-11,2024-09-21,8638.0,558776,609142,9.83,9.93,287,13.51,Europe
CM4365,Influencer_Liam,YouTube,Brand Awareness,2024-01-05,2023-12-28,9792.0,898339,1081942,7.54,5.46,44,27.49,India
CM2539,Influencer_Ethan,Facebook,Brand Awareness,2024-04-14,2024-04-26,6281.0,218912,298567,9.17,9.97,681,45.22,Europe
CM912,Influencer_Noah,instagram,Product Launch,2024-07-31,2024-08-03,8473.0,486864,562038,5.06,0.92,797,-1.35,India
CM2200,Influencer_Noah,Facebook,Affiliate,2024-03-21,2024-04-07,4386.0,526899,651455,3.4,11.77,670,11.14,Europe
CM268,Influencer_Ethan,Instagram,Giveaway,2024-11-05,2024-11-12,3891.0,362116,408974,6.17,5.97,86,32.05,Middle East
CM3074,Influencer_Olivia,instagram,Affiliate,2024-04-16,2024-04-17,572.0,362523,388563,,3.14,824,22.39,Europe
CM1283,Influencer_Aarav,YouTube,Affiliate,2024-07-24,2024-08-05,1223.0,385287,432844,7.9,4.59,361,-2.4,Middle East
CM3234,Influencer_Aarav,Instagram,Affiliate,2024-03-27,2024-03-30,4043.0,403885,550090,6.75,3.42,405,46.47,Europe
CM4259,Influencer_Sophia,YouTube,Affiliate,2024-09-09,2024-09-15,5194.0,119724,152794,0.5,3.72,117,1.4,SEA
CM5015,Influencer_Noah,TikTok,Product Launch,2024-04-29,2024-04-23,1731.0,197398,368674,1.01,3.25,168,20.78,North America
CM473,Influencer_Zane,X,Brand Awareness,2024-09-13,2024-09-15,1269.0,731158,902510,3.6,5.91,693,15.7,Europe
CM4213,Influencer_Riya,Instagram,Brand Awareness,2024-07-20,2024-07-28,1597.0,935112,1013093,4.24,2.51,186,-5.6,North America
CM2826,Influencer_Liam,X,Product Launch,2024-09-29,2024-10-02,2895.0,924661,1026012,7.39,2.9,557,4.98,India
CM1747,Influencer_Riya,Instagram,Product Launch,2024-01-24,2024-02-02,9103.0,84521,132330,6.01,5.04,514,41.49,SEA
CM1094,Influencer_Zane,Instagram,Brand Awareness,2024-06-17,2024-06-30,2378.0,751959,820678,1.22,14.01,960,56.81,Middle East
CM1331,Influencer_Sophia,YouTube,Product Launch,2024-05-15,2024-05-17,3255.0,93154,185625,9.42,12.89,214,18.52,Europe
CM4336,Influencer_Noah,INSTAGRAM,Brand Awareness,2024-03-01,2024-03-08,1577.0,702040,870828,5.62,4.44,277,13.48,SEA
CM2215,Influencer_Zane,TikTok,Giveaway,2024-10-07,2024-10-11,5984.0,174595,309571,3.35,9.67,710,0.52,North America
CM2321,Influencer_Liam,instagram,Giveaway,2024-06-17,2024-07-06,2410.0,651475,824512,8.96,12.02,628,4.89,North America
CM2878,Influencer_Noah,INSTAGRAM,Affiliate,2024-09-05,2024-09-07,704.0,744417,846304,,3.85,701,3.79,North America
CM910,Influencer_Ava,Instagram,Product Launch,2024-03-29,2024-04-15,5863.0,35341,48609,9.84,5.21,280,1.24,India
CM770,Influencer_Mia,TikTok,Affiliate,2024-03-08,2024-03-01,5150.0,193863,208880,5.15,2.32,724,44.67,Europe
CM1315,Influencer_Noah,INSTAGRAM,Brand Awareness,2024-11-27,2024-12-12,4521.0,389826,493243,9.41,10.1,651,-0.13,Middle East
CM928,Influencer_Olivia,TikTok,Product Launch,2024-11-21,2024-12-09,9782.0,778426,872944,2.19,3.35,913,6.12,North America
CM299,Influencer_Aarav,Facebook,Product Launch,2024-04-12,2024-04-26,7851.0,432003,575435,2.55,2.72,766,0.87,India
CM4982,Influencer_Aarav,INSTAGRAM,Brand Awareness,2024-11-23,2024-11-26,7148.0,53034,191850,8.72,14.23,247,25.31,Middle East
CM396,Influencer_Aarav,X,Brand Awareness,2024-05-07,2024-04-27,5554.0,354198,360659,7.9,3.93,243,-1.83,Europe
CM4277,Influencer_Noah,Facebook,Giveaway,2024-02-23,2024-02-25,2358.0,106182,173124,6.29,11.54,848,28.01,Middle East
CM1011,Influencer_Riya,YouTube,Product Launch,2024-03-09,2024-03-01,,831241,857858,0.5,11.27,449,47.03,India
CM3894,Influencer_Ava,TikTok,Brand Awareness,2024-07-15,2024-07-30,631.0,347928,513823,6.65,11.28,119,34.25,Middle East
CM2444,Influencer_Noah,X,Giveaway,2024-03-04,2024-03-09,5772.0,247229,372357,2.35,5.25,451,38.82,India
CM1952,Influencer_Zane,INSTAGRAM,Brand Awareness,2024-05-07,2024-05-05,7048.0,105720,162918,2.49,8.69,295,26.02,Europe
CM1591,Influencer_Noah,INSTAGRAM,Product Launch,2024-03-07,2024-03-03,5364.0,494869,575355,2.7,1.51,167,38.69,North America
CM2447,Influencer_Liam,TikTok,Giveaway,2024-09-02,2024-09-10,4247.0,188884,215995,3.07,0.79,308,52.1,North America
CM661,Influencer_Zane,INSTAGRAM,Affiliate,2024-04-09,2024-03-30,6269.0,381457,460122,0.64,9.1,337,4.16,India
CM601,Influencer_Zane,instagram,Brand Awareness,2024-04-24,2024-05-01,3544.0,194585,329157,,7.65,657,24.27,Middle East
CM585,Influencer_Ava,instagram,Giveaway,2024-10-27,2024-10-27,5380.0,62265,140630,4.62,13.74,853,-0.83,North America
CM3127,Influencer_Sophia,INSTAGRAM,Affiliate,2024-01-23,2024-02-09,4448.0,270275,393624,2.19,8.34,818,42.32,SEA
CM1015,Influencer_Liam,Instagram,Giveaway,2024-04-08,2024-03-29,1738.0,425306,429361,1.95,5.51,877,-4.52,Middle East
CM4360,Influencer_Ava,INSTAGRAM,Brand Awareness,2024-05-16,2024-05-12,8452.0,986045,1098043,4.45,10.37,925,24.25,Europe
CM1344,Influencer_Noah,Instagram,Brand Awareness,2024-06-23,2024-06-28,7328.0,410801,553981,6.52,11.02,292,-7.78,SEA
CM1830,Influencer_Mia,Instagram,Giveaway,2024-12-05,2024-12-22,2724.0,240198,420039,7.71,6.51,262,-2.73,North America
CM4970,Influencer_Olivia,instagram,Brand Awareness,2024-11-02,2024-10-29,3723.0,562557,721801,7.81,14.36,666,7.51,North America
CM4856,Influencer_Liam,YouTube,Product Launch,2024-07-17,2024-07-18,2506.0,308453,400415,1.92,10.76,115,36.64,SEA
CM2092,Influencer_Ava,Facebook,Affiliate,2024-02-06,2024-02-08,2784.0,637547,673281,7.1,8.21,93,19.3,SEA
CM328,Influencer_Noah,INSTAGRAM,Product Launch,2024-03-15,2024-03-12,7063.0,549524,662832,7.31,12.85,635,21.96,India
CM4646,Influencer_Riya,X,Brand Awareness,2024-06-09,2024-06-05,7663.0,357064,464464,0.56,1.85,101,48.68,North America
CM1603,Influencer_Zane,Facebook,Affiliate,2024-07-22,2024-07-19,5754.0,237600,376933,7.44,12.29,721,12.1,North America
CM938,Influencer_Mia,INSTAGRAM,Product Launch,2024-04-30,2024-04-27,3081.0,31192,210734,8.77,10.83,48,30.58,North America
CM3325,Influencer_Sophia,Facebook,Brand Awareness,2024-05-28,2024-06-12,2662.0,523801,593014,5.28,13.81,203,20.02,SEA
CM1342,Influencer_Sophia,Facebook,Giveaway,2024-04-12,2024-04-07,3783.0,769595,825750,3.99,0.78,691,15.89,North America
CM2042,Influencer_Ethan,X,Product Launch,2024-06-06,2024-06-09,8149.0,480089,613851,9.89,11.23,842,54.26,India
CM348,Influencer_Ava,X,Product Launch,2024-03-29,2024-03-23,9224.0,134727,254998,5.83,0.2,458,33.16,India
CM1977,Influencer_Mia,Facebook,Product Launch,2024-04-14,2024-04-10,1444.0,411874,578107,5.42,5.72,100,47.5,North America
CM993,Influencer_Zane,INSTAGRAM,Giveaway,2024-10-09,2024-10-22,1859.0,206471,376246,0.88,8.11,530,15.32,SEA
CM4660,Influencer_Olivia,Facebook,Brand Awareness,2024-12-06,2024-12-25,5625.0,244083,282139,3.74,10.45,559,2.31,Europe
CM2751,Influencer_Aarav,INSTAGRAM,Affiliate,2024-02-20,2024-03-09,4070.0,724163,775167,2.0,9.41,610,16.98,Europe
CM3735,Influencer_Ethan,YouTube,Affiliate,2024-08-10,2024-08-19,6590.0,343192,353360,7.27,10.69,744,55.51,Middle East
CM1147,Influencer_Riya,YouTube,Product Launch,2024-09-09,2024-09-08,6869.0,101330,175108,3.63,8.01,293,26.13,Middle East
CM5068,Influencer_Ethan,INSTAGRAM,Product Launch,2024-12-23,2024-12-14,,409901,469537,0.57,2.3,917,-8.2,Europe
CM4311,Influencer_Sophia,Instagram,Product Launch,2024-07-21,2024-08-08,3541.0,986372,1180238,6.45,11.7,493,37.38,India
CM699,Influencer_Noah,YouTube,Product Launch,2024-12-20,2024-12-19,8443.0,405871,417804,8.03,9.68,972,0.82,North America
CM2670,Influencer_Ava,YouTube,Affiliate,2024-08-26,2024-09-10,1342.0,249738,391880,5.06,0.37,648,1.78,SEA
CM1300,Influencer_Sophia,YouTube,Product Launch,2024-12-03,2024-12-14,1873.0,53136,69194,9.29,2.36,325,-0.57,North America
CM4135,Influencer_Mia,TikTok,Brand Awareness,2024-05-11,2024-05-25,3435.0,506100,610451,1.93,4.75,579,23.14,North America
CM4420,Influencer_Noah,INSTAGRAM,Giveaway,2024-09-03,2024-08-24,3690.0,941996,1104821,,9.54,382,-3.17,SEA
CM2700,Influencer_Ethan,Instagram,Brand Awareness,2024-09-21,2024-09-18,1442.0,407862,522997,8.81,5.55,258,4.19,SEA
CM3231,Influencer_Liam,Instagram,Brand Awareness,2024-06-21,2024-06-28,1114.0,210002,229045,7.84,6.09,231,21.37,Europe
CM1217,Influencer_Mia,YouTube,Giveaway,2024-10-13,2024-10-25,8459.0,577736,655329,9.11,9.8,827,24.03,India
CM188,Influencer_Ava,Facebook,Affiliate,2024-07-12,2024-07-31,5958.0,777716,813243,6.86,10.6,300,-9.13,India
CM433,Influencer_Aarav,X,Product Launch,2024-05-02,2024-05-14,2272.0,374857,452345,7.27,7.44,243,39.41,India
CM4804,Influencer_Liam,TikTok,Affiliate,2024-03-27,2024-04-02,7868.0,696902,769580,6.51,1.71,422,23.05,India
CM3915,Influencer_Ethan,instagram,Product Launch,2024-12-01,2024-11-29,1094.0,510219,699242,6.1,14.21,915,-9.56,SEA
CM2615,Influencer_Noah,Instagram,Product Launch,2024-09-25,2024-10-09,1362.0,896850,936489,2.11,10.2,945,31.48,India
CM2005,Influencer_Liam,INSTAGRAM,Giveaway,2024-07-21,2024-08-09,2685.0,45619,69410,6.44,11.48,144,49.32,Middle East
CM3514,Influencer_Aarav,instagram,Product Launch,2024-02-22,2024-03-08,4315.0,7242,119719,0.54,3.1,539,45.33,North America
CM2177,Influencer_Liam,Facebook,Product Launch,2024-12-05,2024-12-19,2469.0,746662,871597,5.8,12.05,851,19.52,India
CM4341,Influencer_Sophia,Facebook,Product Launch,2024-03-25,2024-04-06,3029.0,677819,805753,8.57,12.36,577,47.38,Europe
CM3453,Influencer_Olivia,TikTok,Giveaway,2024-11-17,2024-11-13,1131.0,216648,367484,1.32,10.97,455,24.92,Europe
CM3153,Influencer_Ava,X,Giveaway,2024-08-10,2024-08-03,527.0,27866,134515,7.22,6.1,816,4.75,India
CM244,Influencer_Ethan,Instagram,Giveaway,2024-01-07,2023-12-31,8721.0,633013,793865,4.49,12.6,613,25.43,Middle East
CM415,Influencer_Sophia,Instagram,Product Launch,2024-09-16,2024-09-29,2471.0,339668,462900,4.66,14.42,850,-0.45,North America
CM3007,Influencer_Aarav,YouTube,Affiliate,2024-04-28,2024-05-12,7233.0,393838,465940,9.53,11.29,54,15.26,North America
CM2955,Influencer_Mia,instagram,Brand Awareness,2024-02-15,2024-03-01,2869.0,150389,253651,4.53,10.76,419,26.37,North America
CM2448,Influencer_Ava,Facebook,Affiliate,2024-03-15,2024-03-21,9797.0,615113,799581,2.03,2.83,865,19.6,Middle East
CM2359,Influencer_Sophia,Facebook,Affiliate,2024-01-04,2023-12-28,5631.0,425524,457655,2.78,10.62,689,4.2,North America
CM4510,Influencer_Zane,Instagram,Giveaway,2024-08-18,2024-08-11,4990.0,155898,337419,4.42,8.96,281,16.83,Europe
CM3888,Influencer_Aarav,YouTube,Affiliate,2024-02-18,2024-02-26,7521.0,865420,1024344,4.8,2.61,166,36.21,India
CM2207,Influencer_Ava,X,Product Launch,2024-01-30,2024-01-31,1296.0,825979,901901,2.6,14.55,70,24.34,North America
CM4757,Influencer_Olivia,TikTok,Product Launch,2024-06-04,2024-05-26,,646515,662367,3.71,3.58,310,-6.03,North America
CM3527,Influencer_Ethan,INSTAGRAM,Brand Awareness,2024-08-05,2024-08-12,9126.0,875630,1040473,1.43,2.91,547,23.67,Middle East
CM1643,Influencer_Noah,INSTAGRAM,Affiliate,2024-11-13,2024-11-21,8617.0,898145,996951,9.1,14.79,512,46.68,Middle East
CM4493,Influencer_Ethan,YouTube,Product Launch,2024-10-06,2024-10-04,8905.0,168452,198488,6.93,2.97,33,36.44,Middle East
CM1512,Influencer_Noah,Instagram,Brand Awareness,2024-06-12,2024-07-01,4361.0,420194,590465,9.54,8.56,601,5.58,Europe
CM777,Influencer_Liam,Facebook,Giveaway,2024-11-06,2024-11-06,3426.0,768263,944589,9.04,5.79,327,40.28,Europe
CM4007,Influencer_Ava,instagram,Brand Awareness,2024-05-05,2024-05-13,7339.0,565482,666501,7.65,2.03,948,13.62,North America
CM4482,Influencer_Riya,X,Brand Awareness,2024-01-22,2024-02-10,933.0,705990,885094,7.36,2.88,39,38.45,India
CM2211,Influencer_Noah,Instagram,Brand Awareness,2024-10-19,2024-10-26,4941.0,345417,423220,7.67,12.41,740,22.19,India
CM4287,Influencer_Aarav,TikTok,Product Launch,2024-10-30,2024-10-31,3704.0,842618,1033546,4.48,6.02,798,3.89,Middle East
CM200,Influencer_Ava,instagram,Giveaway,2024-01-01,2024-01-11,7495.0,679960,775057,4.92,14.92,936,50.17,India
CM3087,Influencer_Mia,Facebook,Affiliate,2024-02-23,2024-03-02,4098.0,209976,406285,8.59,10.84,494,55.56,India
CM4549,Influencer_Olivia,TikTok,Affiliate,2024-09-13,2024-09-21,,339172,365801,4.29,0.64,859,,India
CM1273,Influencer_Ava,INSTAGRAM,Product Launch,2024-05-25,2024-06-11,4163.0,785030,964471,6.69,6.69,325,58.24,SEA
CM4796,Influencer_Riya,Facebook,Product Launch,2024-08-04,2024-08-02,,714962,897457,,2.7,531,58.29,Middle East
CM5039,Influencer_Ava,instagram,Giveaway,2024-11-04,2024-10-31,5930.0,325597,492360,6.23,4.89,948,-1.96,SEA
CM907,Influencer_Zane,INSTAGRAM,Affiliate,2024-02-20,2024-02-12,560.0,844395,940764,3.4,12.33,184,26.67,India
CM2204,Influencer_Ethan,TikTok,Brand Awareness,2024-11-10,2024-11-08,7229.0,994813,1131773,6.01,8.55,158,24.49,SEA
CM2628,Influencer_Noah,X,Affiliate,2024-05-07,2024-05-24,3823.0,3594,179497,,0.59,761,7.51,North America
CM3084,Influencer_Ava,instagram,Brand Awareness,2024-04-04,2024-04-13,6228.0,754455,862973,4.8,11.35,619,49.23,North America
CM4616,Influencer_Riya,instagram,Product Launch,2024-08-19,2024-08-25,7293.0,186517,253041,5.24,4.02,981,26.48,Middle East
CM3090,Influencer_Aarav,YouTube,Brand Awareness,2024-02-28,2024-03-12,7290.0,410033,594467,3.19,10.18,275,31.82,SEA
CM2763,Influencer_Liam,Facebook,Affiliate,2024-12-21,2024-12-31,4392.0,68583,259024,0.88,1.2,949,33.35,India
CM4794,Influencer_Zane,X,Affiliate,2024-09-22,2024-10-08,4740.0,264051,424403,3.72,6.46,244,10.01,North America
CM4440,Influencer_Ava,Facebook,Affiliate,2024-08-22,2024-08-15,4459.0,22747,43438,2.88,14.55,913,21.28,SEA
CM1445,Influencer_Olivia,YouTube,Affiliate,2024-02-26,2024-02-20,2546.0,399267,535233,5.37,3.0,414,7.87,North America
CM4689,Influencer_Noah,Instagram,Product Launch,2024-09-01,2024-08-22,6081.0,895457,928716,3.31,12.98,243,-2.99,North America
CM3091,Influencer_Sophia,X,Product Launch,2024-06-12,2024-06-09,3177.0,527708,669876,1.54,10.88,995,45.15,Europe
CM1832,Influencer_Aarav,TikTok,Product Launch,2024-07-13,2024-07-10,3420.0,538151,726101,4.46,8.69,198,12.47,India
CM2159,Influencer_Mia,Instagram,Giveaway,2024-09-13,2024-09-27,6689.0,402894,449212,3.02,3.41,682,1.42,Europe
CM3589,Influencer_Mia,X,Brand Awareness,2024-01-15,2024-01-21,3299.0,202961,375022,9.77,3.04,901,43.28,Europe
CM1944,Influencer_Ava,instagram,Brand Awareness,2024-10-13,2024-10-03,6876.0,947796,1059242,5.95,12.89,827,52.22,SEA
CM4350,Influencer_Noah,instagram,Brand Awareness,2024-09-08,2024-08-30,7608.0,530593,568012,2.16,8.44,491,37.23,SEA
CM1491,Influencer_Ethan,Instagram,Giveaway,2024-07-15,2024-07-22,2489.0,671912,702381,9.06,2.01,434,46.58,SEA
CM2352,Influencer_Olivia,YouTube,Giveaway,2024-10-02,2024-10-10,,963433,1151586,5.32,8.85,367,44.04,Middle East
CM1972,Influencer_Ethan,Facebook,Giveaway,2024-10-29,2024-10-22,3310.0,213361,328043,9.41,2.81,625,50.59,India
CM4492,Influencer_Noah,TikTok,Giveaway,2024-12-30,2024-12-26,5078.0,307600,359575,5.07,12.61,679,59.81,Middle East
CM5045,Influencer_Liam,INSTAGRAM,Brand Awareness,2024-08-19,2024-08-11,9857.0,660748,720084,8.33,10.57,276,31.85,Europe
CM1320,Influencer_Ava,Facebook,Giveaway,2024-06-10,2024-06-03,7800.0,606240,683149,1.15,12.79,865,-3.69,Europe
CM3062,Influencer_Ethan,instagram,Giveaway,2024-08-29,2024-09-09,5425.0,351771,548960,4.72,4.41,257,54.93,North America
CM1527,Influencer_Sophia,INSTAGRAM,Brand Awareness,2024-12-23,2024-12-23,7171.0,313646,433409,9.0,7.75,151,42.31,Europe
CM3883,Influencer_Olivia,instagram,Giveaway,2024-09-15,2024-09-24,8117.0,138559,274532,9.38,8.49,375,26.25,SEA
CM2773,Influencer_Zane,X,Product Launch,2024-04-20,2024-04-29,8695.0,28663,111101,7.31,4.54,122,4.7,North America
CM2789,Influencer_Mia,TikTok,Giveaway,2024-10-23,2024-11-05,9123.0,594867,710887,,4.79,960,17.73,India
CM3175,Influencer_Sophia,instagram,Product Launch,2024-11-28,2024-12-13,2753.0,30784,60519,4.88,11.46,207,54.93,North America
CM397,Influencer_Mia,X,Affiliate,2024-01-07,2024-01-18,2216.0,414067,455898,4.06,1.69,441,15.63,Europe
CM3928,Influencer_Mia,instagram,Brand Awareness,2024-10-05,2024-10-11,4111.0,293009,461999,2.53,11.62,329,33.81,North America
CM1933,Influencer_Sophia,YouTube,Brand Awareness,2024-11-11,2024-11-20,4575.0,229394,270853,2.76,7.73,94,59.1,SEA
CM2062,Influencer_Noah,instagram,Product Launch,2024-10-25,2024-10-26,8681.0,279477,344306,6.39,7.66,36,47.86,SEA
CM1175,Influencer_Liam,Instagram,Giveaway,2024-07-16,2024-07-13,3789.0,910661,1009246,4.75,12.35,72,24.71,Europe
CM408,Influencer_Noah,Instagram,Giveaway,2024-05-26,2024-05-22,8512.0,217769,244729,9.82,2.93,550,57.03,India
CM330,Influencer_Mia,TikTok,Brand Awareness,2024-11-22,2024-11-19,8310.0,286574,446040,0.5,8.58,288,-8.3,Europe
CM3805,Influencer_Noah,Instagram,Affiliate,2024-05-14,2024-05-18,6384.0,27620,221639,9.19,3.61,314,43.14,SEA
CM4876,Influencer_Zane,Facebook,Giveaway,2024-02-04,2024-01-31,3011.0,81808,172211,5.22,6.71,346,48.17,Europe
CM2423,Influencer_Zane,YouTube,Brand Awareness,2024-03-03,2024-03-21,2266.0,331035,527988,5.58,4.29,873,40.16,North America
CM1636,Influencer_Liam,INSTAGRAM,Brand Awareness,2024-08-23,2024-08-28,6566.0,43530,92635,4.62,11.64,661,55.1,India
CM1551,Influencer_Ava,INSTAGRAM,Affiliate,2024-12-19,2024-12-21,6883.0,506071,660081,4.58,10.98,710,28.33,SEA
CM2960,Influencer_Mia,X,Product Launch,2024-09-03,2024-09-13,9523.0,513527,615881,3.43,11.83,432,30.9,Middle East
CM4148,Influencer_Liam,instagram,Brand Awareness,2024-02-28,2024-03-06,4367.0,934491,1064907,9.0,0.78,499,51.36,Europe
CM3470,Influencer_Sophia,Facebook,Brand Awareness,2024-09-13,2024-09-06,3785.0,928399,1051442,9.56,5.66,274,5.65,India
CM1203,Influencer_Ethan,TikTok,Giveaway,2024-02-06,2024-01-29,8276.0,321051,457630,5.64,4.86,540,55.81,North America
CM4869,Influencer_Liam,YouTube,Affiliate,2024-10-07,2024-10-23,2037.0,715758,796301,6.6,10.19,617,-1.43,SEA
CM2105,Influencer_Olivia,TikTok,Brand Awareness,2024-05-04,2024-05-16,7327.0,475475,630650,9.76,12.54,788,23.44,SEA
CM4438,Influencer_Noah,Facebook,Product Launch,2024-05-07,2024-05-01,7983.0,973028,1095439,3.41,10.41,616,13.32,India
