Campaign_ID,Influencer_ID,Campaign_Type,Start_Date,End_Date,Budget_USD,Reach,Impressions,Engagement_Rate,Click_Through_Rate,Conversions,ROI
CM396,267,Brand Awareness,2024-05-07,2024-04-27,5554.0,354198,360659,7.9,3.93,243,-1.83
CM4277,157,Giveaway,2024-02-23,2024-02-25,2358.0,106182,173124,6.29,11.54,848,28.01
CM1011,349,Product Launch,2024-03-09,2024-03-01,,831241,857858,0.5,11.27,449,47.03
CM3894,332,Brand Awareness,2024-07-15,2024-07-30,631.0,347928,513823,6.65,11.28,119,34.25
CM2444,298,Giveaway,2024-03-04,2024-03-09,5772.0,247229,372357,2.35,5.25,451,38.82
CM1952,295,Brand Awareness,2024-05-07,2024-05-05,7048.0,105720,162918,2.49,8.69,295,26.02
CM1591,348,Product Launch,2024-03-07,2024-03-03,5364.0,494869,575355,2.7,1.51,167,38.69
CM2447,297,Giveaway,2024-09-02,2024-09-10,4247.0,188884,215995,3.07,0.79,308,52.1
CM661,295,Affiliate,2024-04-09,2024-03-30,6269.0,381457,460122,0.64,9.1,337,4.16
CM601,340,Brand Awareness,2024-04-24,2024-05-01,3544.0,194585,329157,,7.65,657,24.27
CM585,336,Giveaway,2024-10-27,2024-10-27,5380.0,62265,140630,4.62,13.74,853,-0.83
CM3127,339,Affiliate,2024-01-23,2024-02-09,4448.0,270275,393624,2.19,8.34,818,42.32
CM1015,211,Giveaway,2024-04-08,2024-03-29,1738.0,425306,429361,1.95,5.51,877,-4.52
CM4360,278,Brand Awareness,2024-05-16,2024-05-12,8452.0,986045,1098043,4.45,10.37,925,24.25
CM1344,133,Brand Awareness,2024-06-23,2024-06-28,7328.0,410801,553981,6.52,11.02,292,-7.78
CM1830,346,Giveaway,2024-12-05,2024-12-22,2724.0,240198,420039,7.71,6.51,262,-2.73
CM4970,137,Brand Awareness,2024-11-02,2024-10-29,3723.0,562557,721801,7.81,14.36,666,7.51
CM4856,302,Product Launch,2024-07-17,2024-07-18,2506.0,308453,400415,1.92,10.76,115,36.64
CM2092,320,Affiliate,2024-02-06,2024-02-08,2784.0,637547,673281,7.1,8.21,93,19.3
CM328,348,Product Launch,2024-03-15,2024-03-12,7063.0,549524,662832,7.31,12.85,635,21.96
CM4646,247,Brand Awareness,2024-06-09,2024-06-05,7663.0,357064,464464,0.56,1.85,101,48.68
CM1603,299,Affiliate,2024-07-22,2024-07-19,5754.0,237600,376933,7.44,12.29,721,12.1
CM938,331,Product Launch,2024-04-30,2024-04-27,3081.0,31192,210734,8.77,10.83,48,30.58
CM3325,245,Brand Awareness,2024-05-28,2024-06-12,2662.0,523801,593014,5.28,13.81,203,20.02
CM1342,245,Giveaway,2024-04-12,2024-04-07,3783.0,769595,825750,3.99,0.78,691,15.89
CM2042,338,Product Launch,2024-06-06,2024-06-09,8149.0,480089,613851,9.89,11.23,842,54.26
CM348,313,Product Launch,2024-03-29,2024-03-23,9224.0,134727,254998,5.83,0.2,458,33.16
CM1977,250,Product Launch,2024-04-14,2024-04-10,1444.0,411874,578107,5.42,5.72,100,47.5
CM993,295,Giveaway,2024-10-09,2024-10-22,1859.0,206471,376246,0.88,8.11,530,15.32
CM4660,203,Brand Awareness,2024-12-06,2024-12-25,5625.0,244083,282139,3.74,10.45,559,2.31
CM2751,296,Affiliate,2024-02-20,2024-03-09,4070.0,724163,775167,2.0,9.41,610,16.98
CM3735,204,Affiliate,2024-08-10,2024-08-19,6590.0,343192,353360,7.27,10.69,744,55.51
CM1147,349,Product Launch,2024-09-09,2024-09-08,6869.0,101330,175108,3.63,8.01,293,26.13
CM5068,330,Product Launch,2024-12-23,2024-12-14,,409901,469537,0.57,2.3,917,-8.2
CM4311,236,Product Launch,2024-07-21,2024-08-08,3541.0,986372,1180238,6.45,11.7,493,37.38
CM699,314,Product Launch,2024-12-20,2024-12-19,8443.0,405871,417804,8.03,9.68,972,0.82
CM2670,343,Affiliate,2024-08-26,2024-09-10,1342.0,249738,391880,5.06,0.37,648,1.78
CM1300,342,Product Launch,2024-12-03,2024-12-14,1873.0,53136,69194,9.29,2.36,325,-0.57
CM4135,263,Brand Awareness,2024-05-11,2024-05-25,3435.0,506100,610451,1.93,4.75,579,23.14
CM4420,348,Giveaway,2024-09-03,2024-08-24,3690.0,941996,1104821,,9.54,382,-3.17
CM2700,324,Brand Awareness,2024-09-21,2024-09-18,1442.0,407862,522997,8.81,5.55,258,4.19
CM3231,211,Brand Awareness,2024-06-21,2024-06-28,1114.0,210002,229045,7.84,6.09,231,21.37
CM1217,306,Giveaway,2024-10-13,2024-10-25,8459.0,577736,655329,9.11,9.8,827,24.03
CM188,320,Affiliate,2024-07-12,2024-07-31,5958.0,777716,813243,6.86,10.6,300,-9.13
CM433,267,Product Launch,2024-05-02,2024-05-14,2272.0,374857,452345,7.27,7.44,243,39.41
CM4804,297,Affiliate,2024-03-27,2024-04-02,7868.0,696902,769580,6.51,1.71,422,23.05
CM3915,327,Product Launch,2024-12-01,2024-11-29,1094.0,510219,699242,6.1,14.21,915,-9.56
CM2615,133,Product Launch,2024-09-25,2024-10-09,1362.0,896850,936489,2.11,10.2,945,31.48
CM2005,258,Giveaway,2024-07-21,2024-08-09,2685.0,45619,69410,6.44,11.48,144,49.32
CM3514,241,Product Launch,2024-02-22,2024-03-08,4315.0,7242,119719,0.54,3.1,539,45.33
CM2177,249,Product Launch,2024-12-05,2024-12-19,2469.0,746662,871597,5.8,12.05,851,19.52
CM4341,245,Product Launch,2024-03-25,2024-04-06,3029.0,677819,805753,8.57,12.36,577,47.38
CM3453,256,Giveaway,2024-11-17,2024-11-13,1131.0,216648,367484,1.32,10.97,455,24.92
CM3153,313,Giveaway,2024-08-10,2024-08-03,527.0,27866,134515,7.22,6.1,816,4.75
CM244,324,Giveaway,2024-01-07,2023-12-31,8721.0,633013,793865,4.49,12.6,613,25.43
CM415,236,Product Launch,2024-09-16,2024-09-29,2471.0,339668,462900,4.66,14.42,850,-0.45
CM3007,225,Affiliate,2024-04-28,2024-05-12,7233.0,393838,465940,9.53,11.29,54,15.26
CM2955,319,Brand Awareness,2024-02-15,2024-03-01,2869.0,150389,253651,4.53,10.76,419,26.37
CM2448,320,Affiliate,2024-03-15,2024-03-21,9797.0,615113,799581,2.03,2.83,865,19.6
CM2359,245,Affiliate,2024-01-04,2023-12-28,5631.0,425524,457655,2.78,10.62,689,4.2
CM4510,273,Giveaway,2024-08-18,2024-08-11,4990.0,155898,337419,4.42,8.96,281,16.83
CM3888,225,Affiliate,2024-02-18,2024-02-26,7521.0,865420,1024344,4.8,2.61,166,36.21
CM2207,313,Product Launch,2024-01-30,2024-01-31,1296.0,825979,901901,2.6,14.55,70,24.34
CM4757,256,Product Launch,2024-06-04,2024-05-26,,646515,662367,3.71,3.58,310,-6.03
CM3527,330,Brand Awareness,2024-08-05,2024-08-12,9126.0,875630,1040473,1.43,2.91,547,23.67
CM1643,348,Affiliate,2024-11-13,2024-11-21,8617.0,898145,996951,9.1,14.79,512,46.68
CM4493,204,Product Launch,2024-10-06,2024-10-04,8905.0,168452,198488,6.93,2.97,33,36.44
CM1512,133,Brand Awareness,2024-06-12,2024-07-01,4361.0,420194,590465,9.54,8.56,601,5.58
CM777,249,Giveaway,2024-11-06,2024-11-06,3426.0,768263,944589,9.04,5.79,327,40.28
CM4007,336,Brand Awareness,2024-05-05,2024-05-13,7339.0,565482,666501,7.65,2.03,948,13.62
CM4482,247,Brand Awareness,2024-01-22,2024-02-10,933.0,705990,885094,7.36,2.88,39,38.45
CM2211,133,Brand Awareness,2024-10-19,2024-10-26,4941.0,345417,423220,7.67,12.41,740,22.19
CM4287,218,Product Launch,2024-10-30,2024-10-31,3704.0,842618,1033546,4.48,6.02,798,3.89
CM200,336,Giveaway,2024-01-01,2024-01-11,7495.0,679960,775057,4.92,14.92,936,50.17
CM3087,250,Affiliate,2024-02-23,2024-03-02,4098.0,209976,406285,8.59,10.84,494,55.56
CM4549,256,Affiliate,2024-09-13,2024-09-21,,339172,365801,4.29,0.64,859,
CM1273,278,Product Launch,2024-05-25,2024-06-11,4163.0,785030,964471,6.69,6.69,325,58.24
CM4796,315,Product Launch,2024-08-04,2024-08-02,,714962,897457,,2.7,531,58.29
CM5039,336,Giveaway,2024-11-04,2024-10-31,5930.0,325597,492360,6.23,4.89,948,-1.96
CM907,295,Affiliate,2024-02-20,2024-02-12,560.0,844395,940764,3.4,12.33,184,26.67
CM2204,350,Brand Awareness,2024-11-10,2024-11-08,7229.0,994813,1131773,6.01,8.55,158,24.49
CM2628,298,Affiliate,2024-05-07,2024-05-24,3823.0,3594,179497,,0.59,761,7.51
CM3084,336,Brand Awareness,2024-04-04,2024-04-13,6228.0,754455,862973,4.8,11.35,619,49.23
CM4616,333,Product Launch,2024-08-19,2024-08-25,7293.0,186517,253041,5.24,4.02,981,26.48
CM3090,225,Brand Awareness,2024-02-28,2024-03-12,7290.0,410033,594467,3.19,10.18,275,31.82
CM2763,249,Affiliate,2024-12-21,2024-12-31,4392.0,68583,259024,0.88,1.2,949,33.35
CM4794,334,Affiliate,2024-09-22,2024-10-08,4740.0,264051,424403,3.72,6.46,244,10.01
CM4440,320,Affiliate,2024-08-22,2024-08-15,4459.0,22747,43438,2.88,14.55,913,21.28
CM1445,317,Affiliate,2024-02-26,2024-02-20,2546.0,399267,535233,5.37,3.0,414,7.87
CM4689,133,Product Launch,2024-09-01,2024-08-22,6081.0,895457,928716,3.31,12.98,243,-2.99
CM3091,323,Product Launch,2024-06-12,2024-06-09,3177.0,527708,669876,1.54,10.88,995,45.15
CM1832,218,Product Launch,2024-07-13,2024-07-10,3420.0,538151,726101,4.46,8.69,198,12.47
CM2159,346,Giveaway,2024-09-13,2024-09-27,6689.0,402894,449212,3.02,3.41,682,1.42
CM3589,328,Brand Awareness,2024-01-15,2024-01-21,3299.0,202961,375022,9.77,3.04,901,43.28
CM1944,336,Brand Awareness,2024-10-13,2024-10-03,6876.0,947796,1059242,5.95,12.89,827,52.22
CM4350,305,Brand Awareness,2024-09-08,2024-08-30,7608.0,530593,568012,2.16,8.44,491,37.23
CM1491,324,Giveaway,2024-07-15,2024-07-22,2489.0,671912,702381,9.06,2.01,434,46.58
CM2352,317,Giveaway,2024-10-02,2024-10-10,,963433,1151586,5.32,8.85,367,44.04
CM1972,345,Giveaway,2024-10-29,2024-10-22,3310.0,213361,328043,9.41,2.81,625,50.59
CM4492,292,Giveaway,2024-12-30,2024-12-26,5078.0,307600,359575,5.07,12.61,679,59.81
CM5045,258,Brand Awareness,2024-08-19,2024-08-11,9857.0,660748,720084,8.33,10.57,276,31.85
CM1320,320,Giveaway,2024-06-10,2024-06-03,7800.0,606240,683149,1.15,12.79,865,-3.69
CM3062,327,Giveaway,2024-08-29,2024-09-09,5425.0,351771,548960,4.72,4.41,257,54.93
CM1527,339,Brand Awareness,2024-12-23,2024-12-23,7171.0,313646,433409,9.0,7.75,151,42.31
CM3883,137,Giveaway,2024-09-15,2024-09-24,8117.0,138559,274532,9.38,8.49,375,26.25
CM2773,334,Product Launch,2024-04-20,2024-04-29,8695.0,28663,111101,7.31,4.54,122,4.7
CM2789,263,Giveaway,2024-10-23,2024-11-05,9123.0,594867,710887,,4.79,960,17.73
CM3175,271,Product Launch,2024-11-28,2024-12-13,2753.0,30784,60519,4.88,11.46,207,54.93
CM397,328,Affiliate,2024-01-07,2024-01-18,2216.0,414067,455898,4.06,1.69,441,15.63
CM3928,319,Brand Awareness,2024-10-05,2024-10-11,4111.0,293009,461999,2.53,11.62,329,33.81
CM1933,342,Brand Awareness,2024-11-11,2024-11-20,4575.0,229394,270853,2.76,7.73,94,59.1
CM2062,305,Product Launch,2024-10-25,2024-10-26,8681.0,279477,344306,6.39,7.66,36,47.86
CM1175,211,Giveaway,2024-07-16,2024-07-13,3789.0,910661,1009246,4.75,12.35,72,24.71
CM408,133,Giveaway,2024-05-26,2024-05-22,8512.0,217769,244729,9.82,2.93,550,57.03
CM330,263,Brand Awareness,2024-11-22,2024-11-19,8310.0,286574,446040,0.5,8.58,288,-8.3
CM3805,133,Affiliate,2024-05-14,2024-05-18,6384.0,27620,221639,9.19,3.61,314,43.14
CM4876,299,Giveaway,2024-02-04,2024-01-31,3011.0,81808,172211,5.22,6.71,346,48.17
CM2423,268,Brand Awareness,2024-03-03,2024-03-21,2266.0,331035,527988,5.58,4.29,873,40.16
CM1636,258,Brand Awareness,2024-08-23,2024-08-28,6566.0,43530,92635,4.62,11.64,661,55.1
CM1551,278,Affiliate,2024-12-19,2024-12-21,6883.0,506071,660081,4.58,10.98,710,28.33
CM2960,328,Product Launch,2024-09-03,2024-09-13,9523.0,513527,615881,3.43,11.83,432,30.9
CM4148,172,Brand Awareness,2024-02-28,2024-03-06,4367.0,934491,1064907,9.0,0.78,499,51.36
CM3470,245,Brand Awareness,2024-09-13,2024-09-06,3785.0,928399,1051442,9.56,5.66,274,5.65
CM1203,350,Giveaway,2024-02-06,2024-01-29,8276.0,321051,457630,5.64,4.86,540,55.81
CM4869,302,Affiliate,2024-10-07,2024-10-23,2037.0,715758,796301,6.6,10.19,617,-1.43
CM2105,256,Brand Awareness,2024-05-04,2024-05-16,7327.0,475475,630650,9.76,12.54,788,23.44
CM4438,157,Product Launch,2024-05-07,2024-05-01,7983.0,973028,1095439,3.41,10.41,616,13.32
CM1860,328,Giveaway,2024-09-28,2024-10-12,8705.0,383306,531817,0.9,1.48,241,42.23
CM526,133,Affiliate,2024-01-14,2024-01-11,5170.0,399565,459554,5.26,14.05,829,8.18
CM1372,236,Product Launch,2024-10-16,2024-10-13,9524.0,867633,922401,7.31,3.37,36,-7.35
CM2238,172,Affiliate,2024-11-25,2024-12-06,1835.0,274827,373963,9.05,4.37,842,51.61
CM1405,296,Product Launch,2024-01-22,2024-01-18,5286.0,84698,186749,9.3,14.22,733,10.82
CM742,302,Affiliate,2024-11-08,2024-11-26,9731.0,246398,332086,2.98,9.33,885,50.62
CM1312,267,Giveaway,2024-11-16,2024-11-06,7528.0,736048,828751,7.0,12.38,999,-4.57
CM1173,330,Giveaway,2024-09-13,2024-09-22,5255.0,608563,804331,9.08,5.89,357,20.8
CM1310,344,Brand Awareness,2024-09-02,2024-09-18,6824.0,664582,669554,7.96,8.72,394,34.74
CM605,321,Giveaway,2024-03-15,2024-03-30,9352.0,474119,529670,3.15,1.84,54,31.0
CM4553,296,Product Launch,2024-01-08,2024-01-04,1029.0,855633,907996,2.33,0.47,626,-6.04
CM4300,328,Giveaway,2024-04-17,2024-04-15,3958.0,147712,160036,8.55,8.85,265,57.04
CM3584,344,Giveaway,2024-01-18,2024-02-02,8798.0,501314,588016,,1.09,595,11.99
CM2635,133,Giveaway,2024-08-16,2024-08-22,971.0,683931,748746,3.54,6.06,804,-4.87
CM1355,327,Giveaway,2024-05-11,2024-05-03,8402.0,751219,812622,3.2,4.22,29,18.84
CM1754,342,Giveaway,2024-04-03,2024-04-06,1014.0,871442,1025588,0.61,3.87,413,6.71
CM4773,342,Brand Awareness,2024-06-23,2024-06-26,7551.0,543898,670785,4.54,7.7,912,10.37
CM876,295,Affiliate,2024-01-18,2024-01-18,6944.0,834148,887438,6.94,11.33,513,54.29
CM3452,298,Product Launch,2024-07-31,2024-08-04,2654.0,714136,811628,9.55,0.6,133,36.61
CM1474,247,Affiliate,2024-12-13,2025-01-01,2464.0,551880,687820,5.3,1.23,242,28.05
CM2026,225,Giveaway,2024-10-21,2024-10-15,3537.0,36402,60493,4.81,13.51,422,58.73
CM538,241,Affiliate,2024-08-08,2024-08-27,7106.0,151193,213993,5.33,8.42,618,24.21
CM3718,350,Giveaway,2024-10-27,2024-10-17,2646.0,334019,404517,1.16,10.72,774,-6.59
CM1423,335,Affiliate,2024-08-13,2024-08-31,5385.0,756209,774151,7.75,12.07,620,9.05
CM1141,297,Brand Awareness,2024-07-20,2024-07-30,7889.0,142263,307028,,12.39,743,-1.31
CM249,263,Affiliate,2024-08-18,2024-08-19,7515.0,590323,760888,0.78,4.62,686,23.32
CM4963,340,Affiliate,2024-10-13,2024-10-08,7450.0,779856,814777,8.18,2.45,394,16.87
CM2111,137,Product Launch,2024-09-27,2024-10-10,3190.0,564725,659821,5.73,5.46,885,7.37
CM1903,267,Giveaway,2024-07-20,2024-07-15,4826.0,276212,438923,2.45,1.98,105,0.13
CM2746,341,Giveaway,2024-12-09,2024-12-04,606.0,444155,487861,6.91,9.09,715,
CM4557,341,Giveaway,2024-08-15,2024-08-28,601.0,649226,754952,5.47,8.49,119,27.16
CM3733,320,Product Launch,2024-12-26,2025-01-08,9963.0,736333,919775,,4.81,754,45.38
CM653,249,Product Launch,2024-03-08,2024-03-20,1827.0,882948,944458,0.96,13.63,768,40.31
CM3958,241,Giveaway,2024-03-01,2024-03-12,1644.0,601635,751062,7.91,6.4,538,46.02
CM4965,317,Giveaway,2024-08-12,2024-08-05,2427.0,486197,633772,4.44,9.85,467,15.21
CM112,297,Brand Awareness,2024-01-17,2024-01-13,6974.0,185168,297195,7.93,3.36,335,10.63
CM193,204,Product Launch,2024-10-05,2024-10-02,6887.0,220368,367138,5.62,3.93,37,52.13
CM3564,335,Brand Awareness,2024-02-25,2024-02-19,4524.0,213694,413516,7.42,12.94,232,28.5
CM3326,291,Affiliate,2024-10-04,2024-10-21,6986.0,674056,730352,5.81,6.67,736,10.94
CM677,271,Affiliate,2024-04-10,2024-04-16,7775.0,61563,170596,,1.39,197,11.21
CM4028,305,Product Launch,2024-02-10,2024-02-16,6921.0,961063,1050370,2.34,10.56,109,10.28
CM3304,335,Brand Awareness,2024-02-26,2024-03-09,1585.0,155220,334281,9.96,2.8,566,32.87
CM2201,260,Giveaway,2024-01-10,2024-01-01,6731.0,913479,969756,6.15,11.23,509,25.44
CM1144,245,Product Launch,2024-01-11,2024-01-16,2235.0,864735,940383,8.93,2.35,453,50.0
CM3585,322,Giveaway,2024-03-10,2024-03-13,3668.0,936727,1021891,7.41,5.46,530,15.37
CM1845,343,Affiliate,2024-05-28,2024-05-23,,428625,604231,4.36,13.84,275,6.44
CM2858,346,Affiliate,2024-09-26,2024-10-12,3542.0,781637,914424,7.27,10.32,224,-2.36
CM4788,348,Affiliate,2024-03-05,2024-03-17,8798.0,835433,845816,9.86,6.86,778,43.16
CM2480,329,Product Launch,2024-05-10,2024-05-22,2613.0,18401,42516,0.83,12.8,453,
CM4261,337,Product Launch,2024-09-12,2024-09-04,7491.0,416126,495258,1.68,1.18,280,29.05
CM4938,263,Giveaway,2024-08-01,2024-08-09,9592.0,706829,745708,7.59,6.21,882,40.41
CM516,247,Affiliate,2024-12-30,2025-01-06,5114.0,525845,536387,9.64,13.58,809,37.64
CM2796,319,Affiliate,2024-12-04,2024-12-22,7470.0,363772,454704,1.89,6.28,830,7.87
CM4927,263,Affiliate,2024-03-30,2024-04-07,1733.0,772935,845914,4.15,2.62,254,-0.26
CM1324,298,Giveaway,2024-04-02,2024-03-31,4255.0,921689,974629,2.11,6.37,563,36.4
CM3735,204,Affiliate,2024-08-10,2024-08-19,6590.0,343192,353360,7.27,10.69,744,55.51
CM4012,241,Affiliate,2024-03-06,2024-02-26,4790.0,434099,601452,3.33,14.72,951,2.98
CM529,337,Product Launch,2024-09-05,2024-09-12,2390.0,373767,434506,1.33,8.81,496,16.74
CM1870,322,Giveaway,2024-03-26,2024-03-20,7232.0,983090,1042617,8.84,10.54,541,54.67
CM2565,163,Brand Awareness,2024-01-14,2024-01-05,6027.0,33696,65943,8.0,11.83,36,7.87
CM4458,249,Affiliate,2024-03-05,2024-02-29,7737.0,288604,436374,4.88,5.92,930,49.18
CM1430,172,Product Launch,2024-04-20,2024-04-19,2404.0,702626,784918,1.89,7.37,649,-9.88
CM1695,348,Affiliate,2024-06-06,2024-06-16,9477.0,593247,698047,,5.87,749,58.38
CM565,245,Product Launch,2024-03-27,2024-04-06,3444.0,610510,621512,4.39,7.95,735,25.88
CM655,299,Giveaway,2024-06-28,2024-07-16,4246.0,708292,842069,4.15,0.8,716,18.57
CM3634,320,Product Launch,2024-01-21,2024-01-26,2281.0,523881,563710,6.53,10.09,551,33.51
CM1873,323,Giveaway,2024-05-29,2024-05-20,2684.0,814297,826153,8.74,2.8,93,44.92
CM1711,323,Affiliate,2024-11-21,2024-11-27,7976.0,550667,663953,1.83,5.8,902,25.99
CM2233,250,Affiliate,2024-03-12,2024-03-21,9283.0,658428,840923,6.08,0.86,380,14.88
CM1915,298,Affiliate,2024-05-13,2024-05-29,4403.0,589334,702785,2.78,7.58,730,28.59
CM4659,344,Giveaway,2024-12-02,2024-11-24,2071.0,860228,933404,8.74,10.05,682,30.84
CM1201,278,Product Launch,2024-04-25,2024-05-03,6438.0,442653,628133,7.01,3.7,448,56.01
CM2242,256,Affiliate,2024-05-26,2024-05-17,5794.0,577991,622306,3.56,10.21,475,34.77
CM2616,329,Affiliate,2024-07-12,2024-07-21,5027.0,318649,383685,8.65,2.2,152,28.12
CM644,342,Affiliate,2024-11-02,2024-11-15,8583.0,313841,492493,6.04,14.99,276,
CM3297,339,Giveaway,2024-10-15,2024-10-19,6335.0,434733,519731,0.83,13.55,818,
CM1393,319,Brand Awareness,2024-03-14,2024-03-08,9679.0,842554,945680,1.29,3.4,349,8.2
CM791,335,Product Launch,2024-04-15,2024-04-05,2061.0,783234,965660,2.05,14.13,327,6.23
CM4339,320,Brand Awareness,2024-01-13,2024-01-23,7681.0,121198,256904,4.63,4.31,476,14.5
CM232,211,Giveaway,2024-06-26,2024-06-30,8050.0,891987,900894,7.89,11.73,701,53.31
CM1828,321,Product Launch,2024-11-28,2024-11-22,3489.0,397439,570290,9.05,2.64,335,33.59
CM4442,203,Brand Awareness,2024-06-29,2024-07-03,2249.0,220842,241043,4.17,3.12,437,56.11
CM2407,292,Giveaway,2024-10-29,2024-11-17,4489.0,324121,384111,1.23,0.61,714,35.73
CM898,258,Affiliate,2024-07-04,2024-07-04,,454413,489488,4.51,14.59,715,3.5
CM3964,163,Affiliate,2024-09-05,2024-09-18,9731.0,892856,913952,3.19,14.42,516,31.79
CM1470,317,Giveaway,2024-02-07,2024-02-03,2624.0,227283,240388,4.3,14.31,267,11.73
CM1654,350,Affiliate,2024-04-01,2024-03-24,7207.0,10705,99125,2.89,7.76,980,-8.15
CM4644,328,Brand Awareness,2024-12-09,2024-12-15,5850.0,550562,554193,8.27,10.79,652,23.18
CM4937,332,Product Launch,2024-04-11,2024-04-02,4462.0,272344,390091,3.54,7.95,642,-2.12
CM4041,333,Product Launch,2024-10-18,2024-10-27,4103.0,586202,690730,6.6,9.21,997,-7.97
CM4185,317,Affiliate,2024-11-07,2024-11-26,9793.0,726783,833070,4.23,14.73,999,-6.45
CM3914,329,Product Launch,2024-07-12,2024-07-15,1447.0,165500,318787,9.6,8.23,871,5.72
CM387,256,Product Launch,2024-06-29,2024-07-04,1973.0,938841,1014962,7.17,12.96,738,31.29
CM2012,296,Giveaway,2024-05-31,2024-06-08,2354.0,716577,801066,4.89,3.7,742,42.55
CM3423,204,Product Launch,2024-04-09,2024-04-02,3810.0,68824,80014,4.48,7.24,972,53.38
CM1723,273,Product Launch,2024-11-18,2024-11-13,3870.0,881219,992601,2.31,9.43,839,33.83
CM4790,343,Brand Awareness,2024-06-29,2024-06-23,9436.0,60633,217269,4.52,10.1,850,59.9
CM2417,258,Affiliate,2024-09-24,2024-10-09,7514.0,760838,819048,2.32,2.29,484,44.48
CM2958,338,Brand Awareness,2024-12-01,2024-12-05,6485.0,374905,515692,6.07,10.24,773,57.68
CM1194,317,Product Launch,2024-01-24,2024-02-09,2586.0,399506,488627,4.79,12.79,478,-3.36
CM1908,349,Affiliate,2024-02-12,2024-02-09,2147.0,77593,249248,0.92,7.53,67,22.17
CM2376,211,Affiliate,2024-11-24,2024-12-09,,601628,792475,6.25,9.12,789,30.02
CM1184,331,Giveaway,2024-09-11,2024-09-30,2864.0,949213,994604,6.56,1.04,743,17.06
CM2118,299,Affiliate,2024-02-25,2024-03-07,2193.0,828600,845996,6.62,2.03,583,5.68
CM2913,320,Brand Awareness,2024-12-02,2024-12-17,5509.0,513115,579648,2.55,11.36,352,52.94
CM3201,260,Affiliate,2024-03-09,2024-03-28,4070.0,586887,756400,9.92,4.07,535,28.82
CM1125,273,Brand Awareness,2024-08-25,2024-08-24,9048.0,881392,991298,1.31,0.78,713,45.21
CM1368,336,Giveaway,2024-12-25,2024-12-21,9241.0,684306,788063,5.62,8.03,910,-9.51
CM3803,263,Product Launch,2024-01-15,2024-01-20,5135.0,373072,388009,3.91,1.45,350,-0.84
CM2919,350,Giveaway,2024-02-07,2024-02-15,8923.0,719131,783695,3.87,9.96,335,54.02
CM3413,330,Product Launch,2024-02-10,2024-02-12,6209.0,556476,709042,6.07,12.34,424,31.56
CM2152,339,Affiliate,2024-04-10,2024-04-08,3984.0,700738,852416,1.14,3.34,930,18.16
CM5074,203,Giveaway,2024-04-21,2024-05-05,5204.0,56450,153138,6.96,5.87,592,25.08
CM209,315,Affiliate,2024-10-24,2024-10-26,4354.0,477535,490364,2.66,3.22,698,-7.53
CM1836,279,Product Launch,2024-11-04,2024-11-09,4815.0,547787,654104,1.11,6.4,139,19.3
CM1716,319,Brand Awareness,2024-05-24,2024-06-09,2683.0,459166,625293,5.78,3.88,801,-9.11
CM5059,267,Product Launch,2024-04-15,2024-04-09,3881.0,838487,932442,1.96,6.51,819,17.05
CM4125,245,Brand Awareness,2024-09-22,2024-10-07,9227.0,180096,277053,2.09,1.61,885,-1.77
CM4893,203,Giveaway,2024-01-04,2023-12-25,3108.0,384043,463164,7.01,12.2,960,0.99
CM1931,236,Product Launch,2024-04-15,2024-04-13,1449.0,834778,913091,9.21,11.43,287,12.52
CM4313,298,Brand Awareness,2024-07-20,2024-07-14,5904.0,739936,788841,8.97,1.08,305,36.18
CM4315,203,Product Launch,2024-11-24,2024-11-29,9296.0,367486,521792,5.62,5.87,139,57.31
CM3659,338,Giveaway,2024-10-12,2024-10-29,2656.0,705259,724268,3.28,6.8,539,33.6
CM5093,247,Brand Awareness,2024-05-12,2024-05-10,757.0,844651,859347,1.47,7.28,242,58.35
CM3347,337,Giveaway,2024-12-04,2024-12-21,8177.0,692214,753105,9.17,7.23,804,32.25
CM2104,343,Brand Awareness,2024-02-04,2024-02-06,8473.0,242268,361564,1.88,2.84,596,1.84
CM4890,163,Affiliate,2024-01-26,2024-01-18,9680.0,595121,760583,1.23,7.76,476,51.04
